"Longitude","Latitude","HabitatSuitability"
49.125,30.125,1.31164725303279e-07
49.375,30.125,1.78410391526995e-06
49.875,30.125,0.0196628924459219
48.375,29.875,1.15598627892233e-10
48.625,29.875,5.53241985556951e-09
48.875,29.875,1.17026019097466e-07
49.125,29.875,1.62054263341815e-07
49.375,29.875,6.76321578794159e-05
49.625,29.875,0.0363832525908947
49.875,29.875,0.234939739108086
50.125,29.875,0.569923758506775
32.375,29.625,0.999999821186066
32.625,29.625,0.999999821186066
48.375,29.625,7.70554642315346e-09
48.625,29.625,1.04902042608046e-07
48.875,29.625,5.93493439282611e-07
49.125,29.625,7.04245612723753e-05
49.375,29.625,0.0643167123198509
49.625,29.625,0.708735525608063
49.875,29.625,0.879484117031097
50.125,29.625,0.928894996643066
50.375,29.625,0.920015454292297
32.625,29.375,0.999999821186066
34.875,29.375,0.999979853630066
47.875,29.375,2.08851119509745e-07
48.125,29.375,1.80981132302804e-07
48.375,29.375,1.79865665472789e-07
48.625,29.375,2.3644872726436e-07
48.875,29.375,1.352442541247e-05
49.125,29.375,0.261226505041122
49.375,29.375,0.89585155248642
49.625,29.375,0.950863122940063
49.875,29.375,0.969085276126862
50.125,29.375,0.978406012058258
50.375,29.375,0.980182409286499
50.625,29.375,0.97491192817688
32.875,29.125,0.999999046325684
34.875,29.125,0.999970614910126
48.375,29.125,3.08175430063784e-07
48.625,29.125,1.23238385185687e-06
48.875,29.125,0.000351582944858819
49.125,29.125,0.807526648044586
49.375,29.125,0.962983727455139
49.625,29.125,0.978106617927551
49.875,29.125,0.986321449279785
50.125,29.125,0.990542054176331
50.375,29.125,0.991627156734467
50.625,29.125,0.989645302295685
32.875,28.875,0.999998331069946
33.125,28.875,0.999993503093719
48.375,28.875,9.77613240138453e-07
48.625,28.875,0.00439601764082909
48.875,28.875,0.694480538368225
49.125,28.875,0.956681966781616
49.375,28.875,0.973215043544769
49.625,28.875,0.98338508605957
49.875,28.875,0.988114714622498
50.125,28.875,0.9910848736763
50.375,28.875,0.99175101518631
50.625,28.875,0.993027567863464
32.875,28.625,0.999997496604919
33.125,28.625,0.999990284442902
34.625,28.625,0.9999058842659
48.625,28.625,0.000149714047438465
48.875,28.625,0.376513421535492
49.125,28.625,0.928570032119751
49.375,28.625,0.976474285125732
49.625,28.625,0.983467817306519
49.875,28.625,0.988454222679138
50.125,28.625,0.990879118442535
50.375,28.625,0.991624116897583
50.625,28.625,0.99306857585907
50.875,28.625,0.993541300296783
33.125,28.375,0.999952375888824
33.375,28.375,0.999946534633636
34.625,28.375,0.999910235404968
48.625,28.375,2.79073283309117e-05
48.875,28.375,0.0014524485450238
49.125,28.375,0.373504310846329
49.375,28.375,0.973008334636688
49.625,28.375,0.989383161067963
49.875,28.375,0.990920841693878
50.125,28.375,0.991814017295837
50.375,28.375,0.992310166358948
50.625,28.375,0.99419379234314
50.875,28.375,0.994508445262909
51.125,28.375,0.996054768562317
33.375,28.125,0.999924182891846
33.625,28.125,0.999926149845123
48.625,28.125,4.58386530226562e-05
48.875,28.125,0.000208277866477147
49.125,28.125,0.0176101606339216
49.375,28.125,0.919805645942688
49.625,28.125,0.991072177886963
49.875,28.125,0.994082093238831
50.125,28.125,0.99457585811615
50.375,28.125,0.994375050067902
50.625,28.125,0.994869232177734
50.875,28.125,0.995857715606689
51.125,28.125,0.996109485626221
33.625,27.875,0.999925851821899
33.875,27.875,0.999941289424896
34.375,27.875,0.999839425086975
34.625,27.875,0.999857008457184
34.875,27.875,0.999879598617554
35.125,27.875,0.999913334846497
48.875,27.875,0.000341102626407519
49.125,27.875,0.00601901486515999
49.375,27.875,0.488783270120621
49.625,27.875,0.979740798473358
49.875,27.875,0.995515882968903
50.125,27.875,0.996414840221405
50.375,27.875,0.995524823665619
50.625,27.875,0.994864284992218
50.875,27.875,0.996233463287354
51.125,27.875,0.99661660194397
51.375,27.875,0.997816503047943
33.625,27.625,0.999926805496216
33.875,27.625,0.999946355819702
34.125,27.625,0.999872386455536
34.375,27.625,0.99976122379303
34.625,27.625,0.999703705310822
34.875,27.625,0.999738097190857
35.125,27.625,0.999809503555298
35.375,27.625,0.999912798404694
48.875,27.625,0.000824856921099126
49.125,27.625,0.0012004611780867
49.375,27.625,0.0152592528611422
49.625,27.625,0.813203036785126
49.875,27.625,0.994054079055786
50.125,27.625,0.995778381824493
50.375,27.625,0.995236694812775
50.625,27.625,0.994295120239258
50.875,27.625,0.995417296886444
51.125,27.625,0.996449947357178
51.375,27.625,0.997563481330872
51.625,27.625,0.9984370470047
51.875,27.625,0.998759508132935
52.125,27.625,0.998682141304016
52.375,27.625,0.998709559440613
33.875,27.375,0.999952256679535
34.125,27.375,0.999850273132324
34.375,27.375,0.999617516994476
34.625,27.375,0.999514997005463
34.875,27.375,0.999639570713043
35.125,27.375,0.999713778495789
35.375,27.375,0.999779582023621
35.625,27.375,0.999901235103607
49.375,27.375,0.0212713330984116
49.625,27.375,0.464772820472717
49.875,27.375,0.985670685768127
50.125,27.375,0.993236422538757
50.375,27.375,0.994237005710602
50.625,27.375,0.994091928005219
50.875,27.375,0.994702279567719
51.125,27.375,0.996455311775208
51.375,27.375,0.997060656547546
51.625,27.375,0.997302114963531
51.875,27.375,0.998031914234161
52.125,27.375,0.998076200485229
52.375,27.375,0.997965693473816
33.875,27.125,0.99995356798172
34.125,27.125,0.999864816665649
34.375,27.125,0.999612331390381
34.625,27.125,0.999271392822266
34.875,27.125,0.999462723731995
35.125,27.125,0.999545693397522
35.375,27.125,0.99971204996109
35.625,27.125,0.999849617481232
49.625,27.125,0.24239781498909
49.875,27.125,0.83485734462738
50.125,27.125,0.974295198917389
50.375,27.125,0.987407863140106
50.625,27.125,0.994356572628021
50.875,27.125,0.995515823364258
51.125,27.125,0.995518267154694
51.375,27.125,0.996379375457764
51.625,27.125,0.996912837028503
51.875,27.125,0.996621310710907
52.125,27.125,0.997779786586761
52.375,27.125,0.998053073883057
52.625,27.125,0.997233211994171
52.875,27.125,0.997046411037445
56.125,27.125,0.884053230285645
56.375,27.125,0.876378357410431
56.625,27.125,0.913732826709747
34.125,26.875,0.9998659491539
34.375,26.875,0.999736189842224
34.625,26.875,0.999486982822418
34.875,26.875,0.999394059181213
35.125,26.875,0.999434590339661
35.375,26.875,0.999641180038452
35.625,26.875,0.999683141708374
35.875,26.875,0.999865353107452
49.875,26.875,0.526605248451233
50.125,26.875,0.809662997722626
50.375,26.875,0.937185168266296
50.625,26.875,0.987508773803711
50.875,26.875,0.994268476963043
51.125,26.875,0.995801746845245
51.375,26.875,0.996126711368561
51.625,26.875,0.996014416217804
51.875,26.875,0.996149897575378
52.125,26.875,0.996604681015015
52.375,26.875,0.996757984161377
52.625,26.875,0.996589004993439
52.875,26.875,0.995985865592957
53.125,26.875,0.995767116546631
53.375,26.875,0.993963837623596
55.625,26.875,0.875135004520416
55.875,26.875,0.866414368152618
56.125,26.875,0.86407458782196
56.375,26.875,0.829020917415619
56.625,26.875,0.812698841094971
56.875,26.875,0.897395491600037
34.125,26.625,0.999901115894318
34.375,26.625,0.999763429164886
34.625,26.625,0.999630272388458
34.875,26.625,0.999578475952148
35.125,26.625,0.999419331550598
35.375,26.625,0.999569714069366
